Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades No. 1 CMN Bajío, Departamento de Abastecimiento #050GYR058",2140047,2950,ADJUDICACIÓN DIRECTA DE REFACCIONES ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL ,AA-050GYR058-E398-2020,,2020-08-10 17:55,2020-07-28 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2357442,ADJUDICACIÓN DIRECTA DE REFACCIONES ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL,"ADJUDICACIÓN DIRECTA DE REFACCIONES ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL

 ",2020-07-28,2020-08-04,21600,MXN,Expirado,0,0,SMB020318TK4,SISTEMAS MEDICOS DEL BAJIO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1876466
CRAE,Centro Regional de Alta Especialidad de Chiapas,CRAE-Subdirección de Recursos Materiales #012M7A001,2149907,3540,POLIZA DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A DIGITALIZADOR,AA-012M7A001-E150-2020,,2020-08-24 13:42,2020-05-01 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2362591,POLIZA DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A DIGITALIZADOR MODELO REGIUS 190DD941,POLIZA DE MANTENIMIENTO PREVENTIVO/CORRECTIVO A DIGITALIZADOR MODELO REGIUS 190DD941,2020-05-01,2020-12-31,284764,MXN,Expirado,0,0,EME7905301M7,ELECTRONICA Y MEDICINA SA,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1880817
YUC,_Gobierno del Estado de Yucatán,YUC-Secretaría de Educación-Dirección de Planeación #931008986,2147276,5310, ADQUISICIÓN DE EQUIPO MEDICO,AA-931008986-E20-2020,,2020-08-17 07:39,2020-06-23 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2359879,ADQUISICIÓN DE EQUIPO MEDICO,"ADJUDICACIÓN DIRECTA NUMERO AA-931008986-E20-2020 RELATIVA A LA ADQUISICIÓN DE EQUIPO MEDICO

",2020-06-23,2020-12-31,27360,MXN,Expirado,0,0,EMR050211JF1,EQUIPOS MEDICOS Y DE RECUPERACION,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1878541
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdirección Administrativa #051GYN901,2138925,5310,ADQUISICIÓN DE EQUIPO MEDICO Y DE LABORATORIO ,AA-051GYN901-E261-2020,,2020-12-04 12:02,2020-07-10 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2348860,ADQUISICIÓN DE EQUIPO MEDICO Y DE LABORATORIO,ADQUISICIÓN DE EQUIPO MEDICO Y DE LABORATORIO,2020-07-10,2020-07-30,118110,MXN,Expirado,0,0,,MIGUEL ANGEL GALINDO HERRERA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1923682
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR014,2132597,3540,AA-050GYR014-E566-2020 MTTO EQUIPOS HGZ 71 (INF),AA-050GYR014-E566-2020,,2020-08-14 13:43,2020-07-14 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2359641,C0M0156,AA-050GYR014-E566-2020 MTTO EQUIPOS HGZ 71 (INF) ,2020-07-15,2020-07-24,474137.93,MXN,Expirado,0,0,,ELBA DELFINA SUAREZ,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1878258
CONAGUA,Comisión Nacional del Agua,CONAGUA-Dirección de Administración #016B00026,2146150,3540,SERVICIO DE CALIBRACIÓN A LOS EQUIPOS DE LABORATORIO EN EL OCB DE LA CONAGUA ,AA-016B00026-E23-2020,,2020-08-19 13:42,2020-08-14 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2360915,SERVICIO DE CALIBRACIÓN A LOS EQUIPOS DE LABORATORIO EN EL OCB DE LA CONAGUA,SERVICIO DE CALIBRACIÓN PARA LOS EQUIPOS DE LABORATORIO EN EL ORGANISMO DE CUENCA BALSAS DE LA COMISIÓN NACIONAL DEL AGUA ,2020-08-19,2020-09-17,90041.41,MXN,Expirado,0,0,FQU9810203V4,FEDERAL QUIMICA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1879374
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2138332,2950,FOCON 099 CONSUMIBLES DE EQUIPO MEDICO PARA LA UMAE HOSPITAL DE GINECO OBSTETRIC,AA-050GYR079-E198-2020,,2020-07-24 16:05,2020-07-28 09:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2353050,D0P0370 xpediente: 2138332 - FOCON 099 CONSUMIBLES DE EQUIPO MEDICO PARA LA UMAE HOSPITAL DE GINECO OBSTETRIC,Contrato : 2353050 - D0P0370 xpediente: 2138332 - FOCON 099 CONSUMIBLES DE EQUIPO MEDICO PARA LA UMAE HOSPITAL DE GINECO OBSTETRICIA DEL CMNO,2020-08-04,2020-08-14,223800,MXN,Expirado,0,0,MRE020410HT4,MEDICAL RECOVERY SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1871029
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,"ISSSTE-Representación Estatal en Morelos, Subdelegación de Administración #051GYN023",2127327,5310,Adquisición de equipamiento (camillas),AA-051GYN023-E130-2020,,2020-06-29 15:06,2020-06-25 09:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2347738,Adquisición de equipamiento( camillas) para la C.H. Dr. Rafael barba Ocampo y la C.M.F.EyQ. Jojutla,Adquisición de equipamiento( camillas) para la C.H. Dr. Rafael barba Ocampo y la C.M.F.EyQ. Jojutla,2020-06-25,2020-06-30,644000,MXN,Expirado,0,0,MBR1701305L9,MULTICORPORACION BREXOT SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1861979
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Departamento de Adquisiciones, Bienes y Equipamiento #050GYR069",2132105,5310,Adquisición de Refrigeradores para Cadáveres para Atención de Contingencia,AA-050GYR069-E278-2020,,2020-07-07 11:25,2020-07-07 15:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2349640,Adquisición de Refrigeradores para Cadáveres para Atención de Contingencia Sanitaria ,"Adquisición de Refrigeradores para Cadáveres para Atención de Contingencia Sanitaria 

A partir de la fecha del comunicado de resultados y hasta el 31 de Diciembre del 2020",2020-07-08,2020-12-31,517666.5,MXN,Expirado,0,0,NUR100629GQ2,NURIMED SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1866123
HGM,"Hospital General de México ""Dr. Eduardo Liceaga""",HGM-Dirección de Administración y Finanzas #012NBD001,2143524,3540,"Instalación, reparación y mantenimiento de equipo e instrumental medico y de lab",AA-012NBD001-E418-2020,,2020-08-06 20:33,2020-07-13 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2355672,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio.",ADJUDICACIÓN DIRECTA DGAAF-DRMC-35401-083-2020,2020-07-13,2020-12-31,1784529.03,MXN,Expirado,0,0,HME020304BP8,HI-TEC MEDICAL SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1875246
HGM,"Hospital General de México ""Dr. Eduardo Liceaga""",HGM-Dirección de Administración y Finanzas #012NBD001,2143530,3540,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de lab",AA-012NBD001-E419-2020,,2020-08-06 20:44,2020-07-13 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2355679,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio.",ADJUDICACIÓN DIRECTA DGAAF-DRMC-35401-084-2020,2020-07-13,2020-12-31,1478172.75,MXN,Expirado,0,0,REM8810176J7,RADIOLOGIA Y ELECTRONICA DE MEXICO S A DE C V,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1875252
HGM,"Hospital General de México ""Dr. Eduardo Liceaga""",HGM-Dirección de Administración y Finanzas #012NBD001,2143536,3540,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de lab",AA-012NBD001-E420-2020,,2020-08-06 20:53,2020-07-28 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2355684,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio.",ADJUDICACIÓN DIRECTA DGAAF-DRMC-35401-088-2020,2020-07-28,2020-12-31,220000,MXN,Expirado,0,0,,MARINA RAMIREZ ALVAREZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1875258
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2150096,3540,13-1560/2020 REQ 1821 CEMENAV243 INSTALACION Y REPARACION Y MANTENIMIENTO,AA-013000999-E1402-2020,,2020-08-24 17:16,2020-08-12 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2362799,INSTALACION Y REPARACION Y MANTENIMIENTO ,"SERVICIO DE MANTENIMIENTO

SERVICIO DE MANTENIMIENTO",2020-08-20,2020-12-31,2395569.89,MXN,Expirado,0,0,GSM920409JL6,GE SISTEMAS MEDICOS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1880979
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR023,2125713,5310,ADJ DIR E142-2020  ADQUISICION  REFRIGERADOR PARA CADAVERES,AA-050GYR023-E142-2020,,2020-06-24 14:09,2020-06-29 10:00,Internacional bajo TLC,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2352938,S0M0003BI,adquisición del: “REFRIGERADOR PARA CADAVERES”,2020-07-07,2020-12-31,192412,MXN,Expirado,0,0,NUR100629GQ2,NURIMED SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1860818
CONAGUA,Comisión Nacional del Agua,CONAGUA-Dirección de Administración #016B00026,2145952,3540,SERVICIO DE MANTENIMIENTO A LOS EQUIPOS DE LABORATORIO EN EL OCB DE LA CONAGUA ,AA-016B00026-E22-2020,,2020-08-18 13:13,2020-08-13 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2360557,"""Servicio de Mantenimiento Preventivo y/o Correctivo a equipos de laboratorio del Organismo de Cuenca Balsas""","""Servicio de Mantenimiento Preventivo y/o Correctivo a equipos de laboratorio del Organismo de Cuenca Balsas""",2020-08-17,2020-09-15,153220,MXN,Expirado,0,0,DQA111130QW6,DISTRIBUIDOR QUIMICO ALY SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1879125
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdelegación de Administración Veracruz #051GYN047,2144675,5310,ADQUISICIÓN DE INSTRUMENTAL Y EQUIPO MÉDICO,IA-051GYN047-E13-2020,2020-08-20,2020-08-13 18:03,2020-08-19 10:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Presencial,2362534,ADQUISICIÓN DE INSTRUMENTAL Y EQUIPO MÉDICO,EQUIPO MÉDICO Y DE LABORATORIO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,2020-08-20,2020-12-31,10036533.62,MXN,Expirado,0,0,SSS180426CQ2,SYSMEDBI SERVICIOS Y SUMINISTROS MEDICO-BIOMEDICOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1877898
HGM,"Hospital General de México ""Dr. Eduardo Liceaga""",HGM-Dirección de Administración y Finanzas #012NBD001,2144067,3540," Instalación, reparación y mantenimiento de equipo e instrumental medico y de la",AA-012NBD001-E421-2020,,2020-08-07 16:10,2020-08-01 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2356296,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio.",ADJUDICACIÓN DIRECTA DGAAF-DRMC-35401-089-2020,2020-08-01,2020-08-31,148981,MXN,Expirado,0,0,ABA040721TS9,ABALAT SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1875624
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdirección de Adquisiciones #007000999,2126117,3540,CONTRATACIÓN DE UN SV. R.P.B.I. PARA RECONVERSIÓN DE 24 INSTALACIONES SANITARIAS,AA-007000999-E369-2020,,2020-10-08 17:44,2020-06-01 12:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2351575,CONTRATACIÓN DE UN SV. R.P.B.I. PARA RECONVERSIÓN DE 24 INSTALACIONES SANITARIAS,CONTRATACIÓN DE UN SV. R.P.B.I. PARA RECONVERSIÓN DE 24 INSTALACIONES SANITARIAS,2020-06-01,2020-08-31,3633500,MXN,Expirado,0,0,MED9705163K2,MEDAM S DE RL DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1899512
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2093099,5310,AA-050GYR040-E9-2020 Adquisición de Equipo Médico COVID 2_Caf Healthcare Systems,AA-050GYR040-E9-2020,,2020-07-10 18:06,2020-05-28 14:00,Internacional bajo TLC,,ADJUDICACIÓN DIRECTA,Presencial,2347455,20BI0026_Caf Healthcare Sys_E9_2020,20BI0026_Caf Healthcare Sys_E9_2020,2020-05-28,2020-12-31,16850200,MXN,Expirado,0,0,CHS1810172P3,CAF HEALTHCARE SYSTEMS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1830916
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos #050GYR003,2132257,5310,AA-050GYR003-E359-2020 ADQUISICIÓN DE BIENES DE INVERSIÓN BOMBAS DE INFUSIÓN,AA-050GYR003-E359-2020,,2020-07-07 12:01,2020-07-07 14:00,Internacional bajo TLC,,ADJUDICACIÓN DIRECTA,Electrónica,2353734,AA-050GYR003-E359-2020 ADQUISICIÓN DE BIENES DE INVERSIÓN BOMBAS DE INFUSIÓN,"531 140 0344 03 01 Bomba de Infusión Volumétrica

",2020-07-07,2021-01-01,1329660,MXN,Expirado,0,0,LME070110BT1,LINET DE MEXICO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1866178
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2140719,3540,SERVICIO DE ADECUACION DEL SISTEMA DE FILTRADO DE AIRE AMBIENTAL ,AA-012NCG001-E945-2020,,2020-07-31 11:15,2020-06-04 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2351026,SERVICIO DE ADECUACION DEL SISTEMA DE FILTRADO DE AIRE AMBIENTAL BASADO EN LOS FILTROS HEPA ,SERVICIO DE ADECUACION DEL SISTEMA DE FILTRADO DE AIRE AMBIENTAL BASADO EN LOS FILTROS HEPA,2020-06-06,2020-08-07,73000,MXN,Expirado,0,0,RIE940124K98,REPRESENTACIONES INTERNACIONALES EN EQUIPO PARA LABORATORIO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1872961
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347354,20BI0004_Alta Tec_E1-2020,20BI0004,2020-03-30,2020-12-31,1310710,MXN,Expirado,0,0,ATE171204TS1,ALTA TECNOLOGIA EN EQUIPO MEDICO ISAGEI SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
IMSS,Instituto Mexicano del Seguro Social,IMSS-Conservación y Servicios Generales_Dirección Administrativa #050GYR983,2137923,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A ELECTROCARDIÓGRAFOS,AA-050GYR983-E59-2020,,2020-07-23 13:43,2020-07-08 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2347666,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A ELECTROCARDIÓGRAFOS,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A ELECTROCARDIÓGRAFOS,2020-07-08,2020-12-31,213000,MXN,Expirado,0,0,,RR MEDICA SA DE CV ,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1870688
CICESE,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California","CICESE-Departamento de Adquisiciones, Subdirección de Recursos Materiales y Servicios Generales #0389ZW001",2141614,2950,SUMINISTRO DE MOTOR PARA CAMARA VIDEO RAY,AA-0389ZW001-E17-2020,,2020-08-03 16:31,2020-07-17 14:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2352557,SUMINISTRO DE MOTOR PARA CAMARA VIDEO RAY,SUMINISTRO DE MOTOR PARA CAMARA VIDEO RAY,2020-07-17,2020-08-08,33237.5085,MXN,Expirado,0,0,,GLORIA ELIZABETH VILLAESCUSA MARQUEZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1873710
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J999,2138357,5310,AMPLIFICADOR DE MICROELECTRODOS,AA-011L4J999-E317-2020,,2020-07-24 14:24,2020-07-28 03:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2349744, AMPLIFICADOR DE MICROELECTRODOS AXCLAM 900A ,,2020-07-29,2020-10-29,592997.04,MXN,Expirado,0,0,TLA870513MJ1,TECNICA EN LABORATORIOS SA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1871061
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2135828,2950,ADJUDICACIÓN DIRECTA REFACCIONES 3A VUELTA,AA-012NBQ001-E172-2020,,2020-07-17 09:52,2020-07-24 10:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2349197,AA-012NBQ001-E172-2020,ADJUDICACIÓN DIRECTA REFACCIONES 3A VUELTA PARA EL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO ,2020-07-28,2020-12-31,35904.9,MXN,Expirado,0,0,DEW780426CF3,DEWIMED SA,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1869251
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347414,20BI0008_Comerlat_E1_2020,20BI0008,2020-03-30,2020-12-31,371429,MXN,Expirado,0,0,COM990629V1A,COMERLAT SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347417,20BI0011_Ind. Cobramex_E1_2020,20BI0011_Ind. Cobramex_E1_2020,2020-03-30,2020-12-31,634880,MXN,Expirado,0,0,ICO791203QG6,INDUSTRIAS COBRAMEX SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347418,20BI0012_Quantum MG_E1_2020,20BI0012_Quantum MG_E1_2020,2020-03-30,2020-12-31,2487000,MXN,Expirado,0,0,QMG061108N30,QUANTUM MEDICAL GROUP SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347420,20BI0013_Repres y Distrib Rello_E1_2020,20BI0013_Repres y Distrib Rello_E1_2020,2020-03-30,2020-12-31,662231.03,MXN,Expirado,0,0,RDR870923E77,REPRESENTACIONES Y DISTRIBUCIONES DEL RELLO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2086999,5310,"AA-050GYR040-E3-2020 Adquisición de 2,500 ventiladores COVID-19",AA-050GYR040-E3-2020,,2020-03-30 23:17,2020-03-31 13:00,Internacional,,ADJUDICACIÓN DIRECTA,Presencial,2347423,20BI0001_Levanting Global Serv_E3_2020,20BI0001_Levanting Global Serv_E3_2020,2020-03-31,2020-12-31,1734780250,MXN,Terminado,0,0,LGS120815QM8,LEVANTING GLOBAL SERVICIOS LLC SA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1825501
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2090692,5310,AA-050GYR040-E4-2020 Adquisición de Equipo Médico COVID,AA-050GYR040-E4-2020,,2020-04-05 15:04,2020-04-15 18:00,Internacional,,ADJUDICACIÓN DIRECTA,Presencial,2347424,20BI0019_Campas Equipos_E4_2020,20BI0019_Campas Equipos_E4_2020,2020-04-29,2020-12-31,84780500,MXN,Expirado,0,0,CEQ160218IA3,CAMPAS EQUIPOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1828859
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2091184,5310,AA-050GYR040-E5-2020 Adquisición de Equipo Médico COVID,AA-050GYR040-E5-2020,,2020-07-15 20:16,2020-04-08 14:00,Internacional,,ADJUDICACIÓN DIRECTA,Presencial,2347425,20BI0021_Campas Equipos_E5_2020,20BI0021_Campas Equipos_E5_2020,2020-04-29,2020-12-31,4980000,MXN,Expirado,0,0,CEQ160218IA3,CAMPAS EQUIPOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1829184
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2139704,5310,CABINA DE SEGURIDAD BIOLOGICA CLASE II,AA-012NCD001-E408-2020,,2020-07-29 11:15,2020-07-28 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2349696,CABINA DE SEGURIDAD BIOLOGICA CLASE II ,CABINA DE SEGURIDAD BIOLOGICA CLASE II ,2020-07-28,2020-12-31,289000,MXN,Expirado,0,0,RIE940124K98,REPRESENTACIONES INTERNACIONALES EN EQUIPO PARA LABORATORIO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1872180
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Recursos Materiales #011L4J994,2139938,5310,Monocromador  micrometro de alta resolución,AA-011L4J994-E51-2020,,2020-07-29 15:48,2020-07-22 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2350034,Monocromador  micrometro de alta resolución,Monocromador  micrometro de alta resolución,2020-08-10,2020-10-28,233181.66,MXN,Expirado,0,0,SAT000126A43,SATELSA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1872344
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR006,2132938,2950,AA-050GYR006-E302-200 GRUPO 379 Y 526,AA-050GYR006-E302-2020,,2020-07-20 16:02,2020-07-27 11:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2354257,D0P0616 AA-050GYR006-E302-200 GRUPO 379 Y 526,D0P0616 AA-050GYR006-E302-200 GRUPO 379 Y 526,2020-07-31,2020-08-09,11270.4,MXN,Expirado,0,0,HOS850618TQ5,HOSPITECNICA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1869653
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR006,2132938,2950,AA-050GYR006-E302-200 GRUPO 379 Y 526,AA-050GYR006-E302-2020,,2020-07-20 16:02,2020-07-27 11:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2354260,D0P0617 AA-050GYR006-E302-200 GRUPO 379 Y 526,D0P0617 AA-050GYR006-E302-200 GRUPO 379 Y 526,2020-07-31,2020-08-09,5357.58,MXN,Expirado,0,0,,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1869653
